business_id,stars,Alcohol,Ambience_casual,Ambience_classy,BestNights_friday,BestNights_saturday,BikeParking,BusinessAcceptsCreditCards,BusinessParking_lot,BusinessParking_street,Caters,DogsAllowed,DriveThru,GoodForKids,GoodForMeal_breakfast,GoodForMeal_brunch,GoodForMeal_lunch,GoodForMeal_dinner,HappyHour,HasTV,NoiseLevel,OutdoorSeating,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsPriceRange2,RestaurantsReservations,RestaurantsTableService,RestaurantsTakeOut,WheelchairAccessible,WiFi
tpo4IsLJDU5agU2TjLO-jw,4.5,0.0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0.33,1,1,0,0.5,0,1,1,1,1.0
myAaXOSoxfaNnCPTcV4M8w,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,1,0,0.0,0,0,0,0,0.0
LdGu5XlzAX0XalxAUMMdwA,4.5,0.0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0.33,0,1,1,0.33,0,0,1,0,0.0
6hPeBRKS1iIj-6A_MyX5RA,2.5,0.0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0.33,0,1,1,0.0,0,0,0,0,0.0
BVndHaLihEYbr76Z0CMEGw,4.5,0.0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0.33,1,1,1,0.0,0,1,1,1,1.0
1mZgdNp7LcdvPR2Kd12_Pg,3.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0.33,0,0,1,0.0,0,0,0,0,0.0
SKFGoy2hlGmivK3jCODaIA,3.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,1,0,0.0,0,0,0,0,0.0
Nz97LDAke7SKDTTAdtbA_w,5.0,0.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.33,1,1,0,0.5,0,0,1,1,0.0
9wORz2qTppscjKRw5TQkHg,2.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.33,0,0,0,0.33,0,0,0,0,0.0
E0vSbO0lk4uMIectYRocPQ,4.5,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.33,1,0,0,0.5,0,0,1,0,0.0
CBo-YlPMKs3vdYJQRtuznQ,4.5,0.0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0.33,0,0,1,0.33,0,1,1,0,0.0
aj0urA2r2WlqZKufeB5dpw,3.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.33,0,1,0,0.5,0,0,1,0,0.0
mpeLyxsDTm5RqZkFT--SdQ,3.0,1.0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0.33,1,1,1,0.33,1,1,1,0,1.0
safMQyVBMEmShEaXM140Ug,3.5,1.0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0.33,1,0,1,0.33,0,0,1,0,0.0
a-M_2iW15qEfHYX6KyAiaw,3.5,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.33,0,1,0,0.5,0,1,1,0,0.0
n4qESYw7vHVVTWq4dtKp2w,4.0,1.0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0.0,0,1,1,0.33,0,0,1,0,0.0
VKJYOnjRrPcXSkXCTynwbg,2.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.33,0,1,1,0.0,0,0,1,0,0.0
F4gvookXrKsBNCvK_xEt1g,4.0,1.0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.33,1,0,1,0.33,1,1,1,1,1.0
WfaH5hJS8RbHLwcZFNTa4g,4.5,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.33,0,1,0,0.5,0,0,1,0,0.0
gq08c7NqUR2pqSSM_CeHYA,3.5,1.0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0.33,0,1,1,0.33,0,0,1,0,1.0
tixiynQF8-KztXQLpyctJA,3.5,1.0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0.33,1,1,1,0.0,1,0,1,0,1.0
k9Ms586e_elwkuSfku4Q1w,3.5,0.0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0.33,0,1,1,0.33,0,0,1,0,0.0
WXvQTyjP4lL94K9aauWVmw,2.0,0.0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0.0,0,1,1,0.0,0,0,1,0,1.0
YjsqK2nxS6ZZPGwH7H6ptA,2.0,0.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.33,0,1,0,0.0,0,0,1,0,0.0
zZKnptPeSPSkza6SKq00HQ,1.5,0.0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0.33,0,1,1,0.0,0,0,1,0,1.0
YcFEenXI9G-KXcX9oxH3sQ,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0.5,0,0,1,0,0.0
Ldfrd8vZpU2pnzRDk41TzA,3.5,0.0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0.0,0,1,1,0.0,0,0,1,0,0.0
0mkWBczOhKj1QUkQvG86lQ,2.0,0.0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0.33,0,1,1,0.0,0,0,1,0,0.0
CJe2beFHYTOG0-0-dqAIrg,2.5,1.0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0.67,1,1,1,0.33,0,1,1,1,1.0
r2YRyz3zTrJpyw2h0nrxiw,3.0,1.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0.33,1,1,1,0.33,1,0,1,0,1.0
oJwMmSZKJOnMboZ_z67MZw,4.5,0.5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.33,1,0,0,0.33,0,0,1,0,1.0
cOxxg-HvlvWaGniuiVua_Q,4.0,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.33,0,1,1,0.33,1,0,1,0,0.0
Q0ayjrBIzL5sE4qyWbBcdQ,4.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.33,0,0,0,0.33,0,0,1,0,0.0
2AxQG65Ml9g4BIVXTPWvkg,3.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0.33,0,0,1,0,0.0
8FRLEqpbHyH4w284znDFHQ,3.5,0.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0.33,0,1,1,0.33,0,1,1,1,0.0
WhQh1ATURgi8hvxxJEmKuw,3.5,0.0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0.33,0,1,1,0.33,0,0,1,0,1.0
sWFF0RP0lT_CG4h98s6mGQ,4.0,0.0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0.33,0,1,1,0.33,1,0,1,0,0.0
OZ0t8PySiJGxpyGWPOpL6A,4.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0.0,0,0,1,0,0.0
1DZOIZks8s_6az3yX9fXpQ,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.33,0,0,0,0.5,0,0,0,0,0.0
xmCfcKUZ8z_zoOkIIyuRvw,4.0,1.0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0.33,0,0,1,0.33,1,0,1,0,0.0
5eyJLhdUl4RyT4Q88SMWBw,3.5,0.0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0.0,0,1,1,0.33,1,1,1,1,1.0
r4eDzodjjoxk79ydS7V67Q,4.0,1.0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0.33,1,1,1,0.33,1,0,1,0,0.0
ldTsXru9q1V-aC6iM7BH-w,1.5,0.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.33,1,1,0,0.0,0,0,1,1,0.0
aaqm5vJvVj3vyMeGwPqxEw,4.0,0.0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0.67,1,1,1,0.0,0,0,1,0,1.0
xv_e8FRaJOJXfa_Fe8zQwA,2.5,0.0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0.33,1,1,1,0.0,0,0,1,0,0.0
Qjib-PCjkZPyHOADAgPNYA,3.5,1.0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0.33,0,0,1,0.33,1,0,1,0,1.0
8C-G2bwZJLyThpUL5hzg9w,4.5,1.0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0.33,1,0,1,0.33,1,1,1,1,0.0
_3WAkg_nfdRoOvadFs9teA,3.5,0.0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.33,0,1,1,0.0,0,0,1,0,0.5
AyuNz2WyV4LOTORTdMGuFQ,3.5,1.0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0.33,1,1,1,0.33,0,1,1,1,1.0
CJk82J81BWKvNTOGRyBD-Q,1.5,0.0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0.33,0,1,1,0.0,0,0,1,0,0.0
BGI6XK85PVeJM8tQ9gimaw,4.5,0.0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0.33,0,1,1,0.0,0,0,1,0,1.0
vkEZCNaUkbCINbizLKZg9Q,3.0,0.0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0.67,0,1,1,0.0,0,0,1,0,0.0
IZv79jZv6el1sBHrG7426g,4.0,1.0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0.33,1,1,1,0.67,1,1,1,1,1.0
G6N5IuqIwCbLeTjWkf1Dzw,3.5,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0.33,1,0,1,0.33,0,0,1,0,0.0
QBvj3FvJbYJRa9xWb6DyQA,4.5,0.0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0.67,1,1,1,0.33,0,0,1,0,1.0
OZ75-Oqne48k7DTTpeggGA,2.5,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,1,0,0.0,0,0,1,0,0.0
gC8i-lxwvGhVpOXM5eYdtA,4.0,0.0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0.33,0,0,1,0.33,0,1,1,0,0.0
-BFrwPGCH-22kRPvFrFk4Q,4.0,1.0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0.67,1,0,1,0.33,1,1,1,1,1.0
zJFs_-Qtw7fzAsrQvA3Ltw,5.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0.5,0,0,1,1,0.0
pcRQ_Ctv-g4upVQH2qwytw,4.0,1.0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0.33,0,1,1,0.33,1,1,1,0,0.0
FAc2Mv92KL00cbLdpAc0kQ,3.0,0.5,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0.67,1,1,1,0.33,0,0,1,0,0.0
49Sy1N3MTnK6Eslh1tgZQQ,3.5,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0.5,0,0,1,0,0.0
RQkfPLcTI9Qbllx8VCDkSQ,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.33,0,0,0,0.5,0,0,1,0,0.0
lPY-Eh8YLwTCiEkh68wGmg,3.5,0.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.0,0,0,1,0.33,1,0,1,0,0.0
MoGU-tpzGbiA8HIwJ5wgoA,3.5,0.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0,1,1,0.33,1,0,1,1,0.0
Z11o6dfn_z57CgqEd0iqNg,4.5,1.0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0.33,1,1,1,0.0,0,0,0,1,1.0
BkTFtgkkOva49Dj3MIPN0Q,3.5,0.0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0.33,0,1,1,0.0,0,0,1,0,0.0
1nK_pMoriYMXfx2GHVdtkQ,3.0,1.0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0.0,1,1,1,0.0,0,0,1,0,1.0
1hiDEOPijnrWhDdx1z1yAQ,3.5,0.0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0.33,1,0,1,0.0,0,0,1,0,0.0
W0O1riXLSUitiomnl2smRw,3.5,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,1,0,0.33,0,0,1,0,0.0
rsUBdaoZIgZLUwKMQAPnzQ,2.0,0.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.0,0,1,1,0.0,0,0,1,0,0.0
bdIdqfR3G_2MnAstYqQJgQ,3.5,1.0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0.33,1,1,1,0.33,1,1,1,1,1.0
w9GGB7vFK6jgReDykEwhqQ,3.0,1.0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0.33,1,0,1,0.33,1,1,1,1,1.0
qWretbXJ-inUy1ywE7r3xQ,4.0,0.5,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0.0,0,1,1,0.33,1,0,1,0,1.0
4AqJo7d-pQ4kVZXhHL3_kA,3.5,0.0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0.33,1,1,1,0.0,0,1,1,1,1.0
bbm5_njEZyw68E7UUY0xgQ,3.0,1.0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0.33,1,1,1,0.33,0,0,1,0,1.0
mhI_Ph26WPhbzX9Hs1lUtg,3.5,0.5,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0.33,0,0,1,0.0,0,1,1,0,1.0
mgBZjhn2uwOcd8hHhjck9g,4.0,1.0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0.33,0,0,0,0.5,0,1,1,1,1.0
JVIitv_Mvk0cKZmqjIh7Gg,3.0,0.0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0.33,1,1,1,0.0,0,0,1,1,1.0
dPmspDSgouvKBP153f54mQ,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,1,0,0.5,0,0,1,0,0.0
EMqI7BboQiiMKX8KUBNwkg,4.5,0.0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,0.33,0,0,1,0.0,0,0,1,1,0.0
ev9PTrWNm6gX2KCIW04QwQ,4.0,0.0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0.33,0,0,1,0.0,0,1,1,1,0.0
U7spKEIFx51500U4Fi0tGA,4.0,0.0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0.33,0,0,1,0.0,0,1,1,0,0.0
REoc41HnJEUPcwgDpyXnQg,2.5,1.0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.67,0,0,1,0.33,0,0,0,0,0.0
H6Xs7cFxUe-WfINaL4mVyQ,4.0,1.0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0.33,1,1,1,0.33,0,1,1,0,1.0
2iQucreJtTqbEsLczhsgrA,4.0,1.0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0.0,0,1,1,0.33,0,0,1,0,0.0
uLCjDOD9hWvZHZezcuXfRA,3.5,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.33,0,0,0,0.0,0,0,1,0,0.0
fyTVBPr_SrEU4kkqXcKq9w,1.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0.0,0,0,0,0,0.0
3B5epnwF-ENaASiNIWnBrw,1.5,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,1,0,0.5,0,0,0,0,0.0
1ulD4HL2G8qbpEuuWFDSqQ,4.5,0.0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0.33,0,1,1,0.33,1,1,1,1,0.0
CG1Bb2MTraJYTHCPFm72XA,4.5,1.0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0.33,1,1,1,0.33,1,1,1,1,0.0
QNB4Um92QR49c1w5cKDbIQ,4.0,1.0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0.33,1,1,0,0.0,0,0,1,1,1.0
lh-Mu8wZQW0E_wVsLx90nQ,4.5,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0.33,1,0,1,0.0,0,0,1,0,0.0
ZCkc45yLiM93rWxroR54_Q,4.0,0.0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0.33,1,0,1,0.0,0,0,1,0,0.0
u16Z8B40zAyBB9TRWoRuRw,3.0,0.0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0.0,0,1,1,0.0,1,0,1,0,0.0
zI_io7SVTzU9fNOpqcKNdA,3.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.33,0,0,1,0.5,0,0,1,0,1.0
F0XEnuOCjrofiy_sZ2DHfg,4.5,0.5,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0.33,0,0,1,0.0,0,1,1,1,1.0
_h4b7BcDXWnhm4RZX6I4dg,4.0,0.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0,0,0,0.33,0,0,1,0,0.0
nsxdsXlt_BmxfMB3dI6OVQ,4.5,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.33,1,1,0,0.5,0,1,1,0,1.0
pCBYHV6YFKGNTkjLHBGf4A,3.5,0.0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0.33,1,1,1,0.0,0,1,1,1,0.0
qEcBKBjkuOCtcPIfcuNEIg,3.5,0.0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0.33,0,1,1,0.0,0,0,1,0,0.0
QeEn2BfIGM2xufEel1E_-g,4.5,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.33,1,0,0,0.5,0,0,0,1,0.0
TPFn081P757YhaTLiFo6tw,2.0,0.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.33,0,1,0,0.0,0,0,1,0,0.0
rA4a1Caw9pv-4ZHU1nCXiA,4.0,0.0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0.33,0,1,0,0.0,0,0,1,0,0.0
Op8RPQBkiix8nDWsFvhnqw,2.5,1.0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0.33,1,1,1,0.33,1,1,1,1,1.0
_UOg5_pk9IhKee91eWrT4A,4.5,1.0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0.33,1,1,1,0.33,1,1,1,1,1.0
r9tZgXNo195pmmCJJl5yeA,5.0,0.0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.33,0,1,0,0.5,0,0,1,1,1.0
YlEBQLfRHocJDn4gRlgczw,4.0,0.5,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0.33,0,1,1,0.33,0,0,1,1,1.0
p7-OaCLAzVKL-dIH3Xz_rA,3.5,1.0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0.67,1,0,1,0.33,0,1,1,1,1.0
XBlwldJfMJPzgEatHKFx8w,4.0,1.0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0.33,1,0,1,0.33,0,1,1,0,1.0
2tIjb8ZKuRI5tFGgo_izVQ,4.5,0.0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0.0,0,0,1,0.0,0,0,1,1,1.0
eUcELoQV3rBt4TpS6DO14g,4.0,0.5,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0.33,1,1,1,0.0,1,1,1,1,1.0
8zR6hD1e-ho5ezf3qQt85A,2.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0,1,0,0.0,0,0,1,0,0.0
WKPu6-QSUp4VHVGPehbGSQ,3.0,0.5,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0.0,1,1,1,0.33,1,1,1,1,1.0
RACl0Np7ZqK3FDmh7dbX2g,2.5,0.0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0.33,0,0,1,0.0,1,0,1,0,1.0
KMHsCQx4pRqIMdY7mWHOCQ,4.0,0.0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0.33,1,1,1,0.33,0,1,1,1,0.0
Kpw-RroI7wg54SFxRJXnsw,2.5,0.0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0.33,0,1,1,0.0,0,0,1,0,0.0
3AuBDzor1qexJ5BM06M8rQ,4.0,1.0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0.33,1,0,1,0.33,1,0,1,0,0.0
du_S7xJY6WPxXcSzYb_pCw,4.5,0.5,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.33,0,1,0,0.5,0,1,1,1,0.0
T41mghWjsImJiIQT9hYVHA,4.5,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0.33,0,0,0,0.0,0,0,1,1,0.0
zYyVEC0IF86xSHF3GFmvkg,3.5,1.0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0.33,1,1,1,0.33,1,1,1,1,1.0
joCDK7kg-03uo4rZK5X0_A,4.5,0.0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0.33,1,0,1,0.33,0,0,1,0,1.0
43cADIQXfG3hDwuvLT78rg,4.0,0.0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0.33,1,0,1,0.0,0,0,1,1,1.0
JCNd5pF0GvSARbppJlrscA,4.5,0.5,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0.33,0,1,1,0.0,0,0,1,0,0.0
7aXV1Hg2keU51gCvL9M5PA,3.0,0.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.33,0,1,1,0.0,0,0,1,0,0.0
0Q6P0JK_8HwJbeI0jTt2Fw,4.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.33,1,0,0,0.33,0,0,1,0,0.0
Bc3C4rM1TVZTJzKEN6REtQ,4.0,1.0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0.33,1,0,1,0.33,1,1,1,0,0.0
9n1Iv4X5S6SAPzDbkpfutA,3.5,1.0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0.33,0,0,1,0.0,0,0,1,0,1.0
80uVd5369_OMLzFRgqrjlw,3.0,0.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0.33,0,1,1,0.0,0,0,1,0,0.0
qG4Lh1MdzWgJaAlZEzLIpQ,4.5,0.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0,0,0,1,0.33,1,0,1,0,0.0
ZK_MkAUpT28ZZqGTLWSNag,3.0,0.5,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.33,0,1,1,0.33,1,0,1,0,0.0
vlY7OLxyGHv6bLfX-RnGjw,3.5,0.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.33,0,1,1,0.33,0,0,1,0,0.0
8x5RiYBEuThT3KIqiBniUw,4.0,0.0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0.33,1,0,1,0.33,1,0,1,0,0.0
Mmqfyn7kgmnPGL21lzub3Q,4.5,0.5,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0.33,1,0,0,0.0,0,1,1,1,1.0
gkrDiCU_sRZKwuBlhEzv6A,4.0,1.0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0.0,0,1,1,0.33,1,1,1,0,0.0
XuO9tZt0mEJeawrrt0R52g,4.0,1.0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0.67,0,0,1,0.0,1,0,1,1,1.0
7sKfrJmjG6unAQeWdQUe2w,3.5,0.0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0.0,1,1,1,0.0,0,0,1,1,1.0
wddI5aXd5CNkuHbz3n3hRQ,4.0,0.5,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0.0,0,0,1,0.0,0,0,1,0,0.0
TttFjRQ-8Iz8by4hsD7iOQ,4.5,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.33,0,1,1,0.67,1,1,0,0,1.0
g7CaY9XKhwcWV2K-zM47Lg,4.5,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.33,0,1,0,0.5,1,0,1,0,0.0
gcQSAQIx-KQOdf5E8HF6Lw,1.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,1,0,0.0,0,0,1,0,0.0
Yk6ho5RHZ53EL7rsquOK0w,3.0,0.0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0.33,0,1,1,0.33,0,0,1,1,1.0
K4tlO5WBspgViX_jox074Q,4.5,0.0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0.33,1,0,1,0.0,0,0,1,0,0.0
b9bzEYHseU0ceo7-0XaXqg,3.5,0.0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0.33,1,1,1,0.33,0,0,1,1,1.0
RCrPiI7kcz3VkvdqngWU9g,4.0,0.5,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0.33,0,1,0,0.5,0,1,1,1,1.0
eZ_N8qIpzTdb9sXcJ0ej_Q,4.0,0.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0.33,0,1,0,0.5,0,0,1,0,1.0
_u-lSQ9OcgR8fHkv_atehQ,3.5,0.0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0.33,0,0,1,0.33,1,0,1,0,1.0
7T7GA57J9hlGNlPNlHHhqQ,3.5,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0.0,0,0,0,0,0.0
